1.000000e+000	2.713400e-003	2.801800e+002	1.837064e+001	1.585114e+001
2.000000e+000	3.022600e-003	3.117400e+002	1.864946e+001	1.557231e+001
3.000000e+000	3.331800e-003	3.433000e+002	1.901040e+001	1.521137e+001
4.000000e+000	3.795600e-003	3.906500e+002	1.945006e+001	1.477171e+001
5.000000e+000	4.259400e-003	4.380000e+002	1.970780e+001	1.451398e+001
6.000000e+000	4.877900e-003	5.011200e+002	2.005447e+001	1.416731e+001
7.000000e+000	5.341700e-003	5.484700e+002	2.030109e+001	1.392068e+001
8.000000e+000	6.114700e-003	6.273800e+002	2.060250e+001	1.361927e+001
9.000000e+000	6.733100e-003	6.905000e+002	2.086953e+001	1.335224e+001
1.000000e+001	7.351600e-003	7.536300e+002	2.108216e+001	1.313961e+001
1.100000e+001	8.279200e-003	8.483200e+002	2.128322e+001	1.293855e+001
1.200000e+001	9.206900e-003	9.430100e+002	2.166836e+001	1.255342e+001
1.300000e+001	1.059100e-002	1.053500e+003	2.204033e+001	1.218145e+001
1.400000e+001	1.182700e-002	1.172300e+003	2.224882e+001	1.197295e+001
1.500000e+001	1.306400e-002	1.300200e+003	2.242090e+001	1.180088e+001
1.600000e+001	1.476500e-002	1.474500e+003	2.277774e+001	1.144403e+001
1.700000e+001	1.646600e-002	1.641400e+003	2.304435e+001	1.117743e+001
1.800000e+001	1.816600e-002	1.813800e+003	2.326739e+001	1.095439e+001
1.900000e+001	2.017600e-002	2.017900e+003	2.354485e+001	1.067692e+001
2.000000e+001	2.234100e-002	2.236800e+003	2.378893e+001	1.043285e+001
2.100000e+001	2.481400e-002	2.488300e+003	2.404307e+001	1.017870e+001
2.200000e+001	2.744300e-002	2.754200e+003	2.430001e+001	9.921761e+000
2.300000e+001	3.053500e-002	3.069500e+003	2.450278e+001	9.718995e+000
2.400000e+001	3.378200e-002	3.400300e+003	2.481285e+001	9.408930e+000
2.500000e+001	3.749200e-002	3.776000e+003	2.502844e+001	9.193333e+000
2.600000e+001	4.166700e-002	4.202100e+003	2.526512e+001	8.956652e+000
2.700000e+001	4.630500e-002	4.673400e+003	2.553285e+001	8.688924e+000
2.800000e+001	5.140700e-002	5.194400e+003	2.570410e+001	8.517674e+000
2.900000e+001	5.712700e-002	5.778000e+003	2.604799e+001	8.173783e+000
3.000000e+001	6.346600e-002	6.423900e+003	2.624925e+001	7.972526e+000
3.100000e+001	7.057800e-002	7.150200e+003	2.659499e+001	7.626784e+000
3.200000e+001	7.830900e-002	7.935600e+003	2.686933e+001	7.352441e+000
3.300000e+001	8.712100e-002	8.835000e+003	2.701327e+001	7.208509e+000
3.400000e+001	9.686100e-002	9.830500e+003	2.734774e+001	6.874038e+000
3.500000e+001	1.075300e-001	1.091800e+004	2.763796e+001	6.583820e+000
3.600000e+001	1.195900e-001	1.214900e+004	2.794018e+001	6.281592e+000
3.700000e+001	1.328800e-001	1.350500e+004	2.825034e+001	5.971435e+000
3.800000e+001	1.478800e-001	1.503400e+004	2.847926e+001	5.742516e+000
3.900000e+001	1.642700e-001	1.673800e+004	2.866904e+001	5.552732e+000
4.000000e+001	1.826700e-001	1.863200e+004	2.899409e+001	5.227685e+000
4.100000e+001	2.032300e-001	2.068300e+004	2.921279e+001	5.008988e+000
4.200000e+001	2.259600e-001	2.305100e+004	2.955778e+001	4.663995e+000
4.300000e+001	2.511600e-001	2.557600e+004	2.992566e+001	4.296119e+000
4.400000e+001	2.794500e-001	2.841500e+004	3.026845e+001	3.953330e+000
4.500000e+001	3.106800e-001	3.172900e+004	3.051712e+001	3.704657e+000
4.600000e+001	3.454700e-001	3.520100e+004	3.085576e+001	3.366016e+000
4.700000e+001	3.842800e-001	3.914700e+004	3.122043e+001	3.001346e+000
4.800000e+001	4.274100e-001	4.356500e+004	3.169119e+001	2.530581e+000
4.900000e+001	4.753400e-001	4.845600e+004	3.201468e+001	2.207092e+000
5.000000e+001	5.286800e-001	5.398000e+004	3.235818e+001	1.863598e+000
5.100000e+001	5.878900e-001	5.997700e+004	3.277165e+001	1.450131e+000
5.200000e+001	6.539100e-001	6.676300e+004	3.313303e+001	1.088742e+000
5.300000e+001	7.273500e-001	7.418000e+004	3.355439e+001	6.673834e-001
5.400000e+001	8.089800e-001	8.254300e+004	3.385662e+001	3.651559e-001
5.500000e+001	8.997400e-001	9.185300e+004	3.408475e+001	1.370237e-001
5.600000e+001	1.000700e+000	1.021100e+005	3.422178e+001	0.000000e+000
5.700000e+001	1.101700e+000	1.123800e+005	3.411078e+001	1.109933e-001
